full_text,sentiment
"¡Regístrate al #MeetUp Patagonian! 
Será un encuentro presencial y distendido en Medellín 🇨🇴  para compartir y conversar sobre Inteligencia Artificial junto a Alejandro Gómez Montoya, y Rodrigo Falcó, CTO de Patagonian. 
Gratis con cupos limitados: https://t.co/YfdfyiiOxQ https://t.co/oEGkl6THGk",1
@petrogustavo en Medellín ❤️. https://t.co/WbpC1vhZaR,1
"@QuinteroCalle No fue ningún INTENTO... Hubo un hurto de 500 millones...con eso los bandidos salvaron el capital caído representado armas, motos y chalecos... Las bandas criminales mandan en Medellín!",0
@CCVALLEDUPAR: #AEstaHora en la @CCVALLEDUPAR se realiza la socialización del vuelo con ruta Medellín - Valledupar de la aerolínea @Easy…,0
"@AleHernandez40: @petrogustavo vino al centro de Medellín (al hueco) y el pueblo (vendedores ambulantes, comerciantes, etc) se encargaro…",0
"@ibpoa_: Yo merezco estar en Medellín, más nada 🥺",0
"@espinalpipe @AmericadeCali Desde Medellin le damos gracias al aBerica por llevrsen a
Segura
Quiñonez
Lucumi
Y POR SUPUESTO AL BORRACHO,VAGO,DISPLICENTE DE GUSTAVO TORRES
DE VERDAD GRACIAS!",1
"#Rt Sebastian muchas gracias 🤩🤗🥳, feliz y bendecido viernes para todos.

#readingcommunity #readAwrite #sdv #FF #Madrid #4Nov #Medellin #caracas #CDMX #culturacafeylibros https://t.co/iHFmRjmwmV https://t.co/WB3pVj2Vhu",0
@Sigarafa: ¿O sea que las personitas de Medellín que valemos oro estamos en peligro?,0
@AlcaldiadeMed: ¡La alegría navideña llega nuevamente a Medellín 🌲💡🎁! Estamos felices y llenos de esperanza al ver la belleza de nuestro…,1
"Cuando los consejales de pinturita  socialistas se quieren graduar pasando por encima de todo y de todos.
https://t.co/Olc3RRdXhw",0
@NoticiasCaracol: Cronología del intento de robo en la avenida Las Vegas de Medellín https://t.co/k1NhZsen6A https://t.co/yAmwOHL6yq,1
"Qué inseguridad en Medellín, Pana.

Ya mataron lo que sentía por ti, mor.",1
"@petrogustavo vino al centro de Medellín (al hueco) y el pueblo (vendedores ambulantes, comerciantes, etc) se encargaron de echarlo y dejarle claro que no es grato en esta hermosa Ciudad! 
Su zombies (seguidores) también fueron retirados!

#PetroNuncaSeraPresidente",1
@RevistaSemana: 🚨 SEMANA revela las impresionantes imágenes de cámaras de seguridad durante atraco en Medellín https://t.co/PzFRCCM7jr,1
"LA ÚLTIMA DEL AÑO! 🎉
MEDELLÍN 11 DE DICIEMBRE",0
"@DenunciasAntio2: A esta hora Bomberos Medellín atienden incidente por incendio en la Cra. 23 con Cl. 94A, Carpileno. Hasta el momento n…",0
@supershadai @ANIABELLO_R Pero vamos muy bien en Medellín!,0
"Los que quieren canonizar al hijueputa criminal Alfonso Cano, dado de baja por nuestro glorioso ejército nacional.

Son los que le hacen campaña a Petro y celebran las atrocidades de los alcaldes de Bogotá, Cali y Medellín.

Partida de hijueputas.",0
📸| Póster oficial y precios para el concierto de Maluma en Medellín. https://t.co/b3VbqeoiWM,1
"@petrogustavo Toda la mañana esperando en el hueco de Medellín m. ,,,🤡🤡",0
"@pablopiso21: La pregunta es: quién estaba pagando esa vuelta en Medellín? El combo que eran contando motos de escape, camión, van, carr…",0
"@juliherrerap: Y la Perla! Según la Sec del Interior q me cayó muy bien porque es toda tierna y fue la única que asistió, tienen pensado…",0
Con la ilusión de que se inicien transformaciones profundas y poder regresar a vivir en Un Medellín que supere la cultura de la mafia verdaderamente #Medellinestacambiando #PactoHistorico #IndependientesConPetro,0
@noticiaaldia: Al estilo de ‘La Casa de Papel: Intentaron robar fundidora de oro en Medellin (VIDEOS) https://t.co/fUQAF0ddJR,1
"@sagit19_: Hoy en Medellín, por que podemos cambiar el rumbo de Colombia Unidos y firmes con @petrogustavo 

Copia y pega
#PactoHistoric…",0
"Supercell avanza en un vídeo sus tres próximos juegos: Clash Mini, Clash Quest y Clash Heroes #Medellín https://t.co/difAFn3ezP https://t.co/rktvMVYdHd",1
"@TuRoncito_: Cómo así que la @policia en Medellín se fue a agarrar a unos bandidos con fusiles y no a recuperar celulares robados.😬
🙄",0
En memes se burlan del frustrado robo de oro en Medellín https://t.co/yfaY7g2yPB,0
"@tobonvillada Mentiras no dijo, usted con fico pantalla no armaron tremendo show, con cabecillas cada semana 
Y dejaron a medellín con el alma grande de homicidios",0
"El clima de Medellín es muy raro, sol en la mañana, balacera al medio día y lluvia en la tarde.",0
"Estamos en @Matacandelas Medellín, presentando #TRIO Concierto Payaso. 
Y estamos felices! Esta noche 8p.m.
#LaCongregación 14 años! https://t.co/fMFdNlBzOg",0
"@JuMaJaRa @QuinteroCalle Y tamaña noticia Bomba la tenían guardada con llave en caja fuerte para que NADIE en Medellín se enterara.Qué más le vamos a tolerar a Pinturita?
@elcolombiano @EPMestamosahi  @simonmolinag @AlfredoRamosM @FicoGutierrez @PaolaHolguin @SinproColombia @mas_medellin @medellincuenta1",0
Me perdonan las cejas peludas pero doña Luz se me fue pa Medellín 😖😖😖😖😖,1
"#ciclomercato | 🇨🇴🚴‍♂️🇪🇸 A Óscar Sevilla no se le acaba la cuerda, seguirá un año más con el Team Medellín 🇨🇴🚴‍♂️🇪🇸💪🏆👏👏#ElPortalDelCiclismo #ciclismo #ciclismomercado #VamosEscarabajos #fichajes
https://t.co/AaMPLG7wuC",0
@Broaddcasting Ese👉+ servicio👈 es más violento que el atraco de los lingotes de oro en Medellín.,0
Cinematográfico intento de robo terminó en una balacera en Medellín (Videos) https://t.co/4zppIYocUQ      «,1
@BrittoOchoa: En este momento esta leon fredy muñoz la joya de representante que cogieron con cocaina en el aeropuerto de medellin disqu…,1
"Medellin ya abrió los ojos 😚
#MedellinEstaCambiando",0
@IvonneMilenaGo Antioquia y medellín con el pacto histórico y Petro presidente,
@mas_medellin Pero de modelitos viejos...,0
Fiscalía confirmó que los criminales que sembraron el pánico ayer en Medellín alcanzaron a robar 3 mil gramos de oro sin procesar. Ese metal tendría un valor en el mercado de 500 millones de pesos https://t.co/1ySGxjzsAi https://t.co/ebJelQeS0Y,1
Al estilo de ‘La Casa de Papel: Intentaron robar fundidora de oro en Medellin (VIDEOS) https://t.co/fUQAF0ddJR,0
"¿De dónde salieron las armas?, entre las dudas sobre robo a bodega de oro en Medellín https://t.co/w6he1PU95z",0
"@juandatoro46 Jajajajaja, era un chiste porque escribiste 2 veces Medellín :(",0
"@WalterBConcejal: #WalterSuConcejal intervención de Empresas Públicas de Medellín 
https://t.co/PhqAeHXucQ",1
"@JuMaJaRa @QuinteroCalle Y tamaña noticia Bomba la tenían guardada con llave en caja fuerte para que NADIE en Medellín se enterara....Qué más le vamos a tolerar a Pinturita?
@elcolombiano @EPMestamosahi  @OmarFlorezV @ConcejoMedellin @IvanDuque @anibalgaviria @CGR_Colombia @PGN_COL @juliogonzalezvi",1
#REGIONAL | Desde este 25 de noviembre la aerolínea Easyfly vuela directo entre Medellín y Mompóx @EasyflyVuelos  https://t.co/F360bKRTFa,0
@iLordPetrosky: ¿Cuantos estamos mamados del Uribismo? Hagan y sigan a los otros que dieron RT. ¿Será si llegamos a 1000 RTs de gente…,0
"@ELTIEMPO: ¿'La casa de papel' en Medellín? Reconstruimos el desarrollo de las horas previas, el momento cumbre y el fin del frustrado a…",1
Medellin en estos momentos. https://t.co/oaSwOeIiEk,1
@Progresistas22: Hoy Petro en Medellín a las 11 a.m. No faltes! #Medellinestacambiando,0
Ese @petrogustavo si es como pendejo estar acá en Medellín y meterse al hueco jajaja mucho pendejo corra mijo,1
"@xiomaraeacosta: #MedellinEstaCambiando, la juventud no quiere más desigualdad, claman por trabajo y educación, Medellín es el Dpto que…",0
"Motociclista murió en medio de accidente cerca al #puentedela4sur, en #Medellín https://t.co/BGAppfSFee",0
"@SebastianDIM25 @DIM_Oficial Si me explicas de forma contundente en que ayuda decir que Medellín esta vendido me uno de una...
Porque una cosa es exigir otra decir que esta vendido, con lo primero estoy de acuerdo, lo segundo es una vil mentira",0
"@mannuelhenao @Oscarivantrejos @MaoVidalGarcia @Corpereira Excelente explicación, pero hay que hacer la salvedad que Medellín ya tiene cupo a Sudamericana por ser campeón de la copa del año pasado.",0
@chennyguzman @edufeiok Desde Medellin? opinas por lo que lees en los diarios o lo que te dice este odiador de Feitoman?,0
‘Medallo en el Mapa’: Maluma dará concierto en Medellín el próximo año https://t.co/v34p7a1Dda,0
"En épocas del cartel de Medellín liberaron a sangre, fuego y helicóptero de la cárcel Bellavista al terrorista tyson. Ayer en una acción con una osadía similar, los combos que pusieron alcalde,  quisieron robar una bodega de oro. Medellín en manos del cartel de los Quintero https://t.co/EDRUxWjQOs",0
@iLordPetrosky Está demostrado medellín humana con el pacto histórico al congreso y Petro presidente: Antioquia presente,1
Que lavadora es Medellín hoy. https://t.co/Pg3UZaCetM,0
"Que triste es tener un familiar enfermo, no saber como esta porque no te dejan ingresar de forma recurrente y cuando ingresas cada 5 o 6 horas no le han hecho nada, mas de 24 horas esperando la revisión de un especialista. #medellin @MinSaludCol @NuevaEPSOficial @ipsudea https://t.co/IKLsgOBmAM",0
@gaboperiodista1: Fiscalía anuncia que robo en Medellín si se cometió y no fue frustrado cómo se dijo en un comienzo. Delincuentes se ll…,0
¡Sin ninguna razón! Hombre hirió a cinco personas al disparar en el centro de Medellín https://t.co/yESJrkgZlv,0
"@Dona_Pily2: Así fue el robo de película en Las Vegas en Medellín.
Contó con la oportuna reacción de la @PoliciaMedellin https://t.co/19…",1
@_lxvg_: Mucha gente criticando el robo de ayer en Medellín y no es por justificarlos ni nada pero es que si yo fuera ladrón me robaría…,0
@tropicalia115 @petrogustavo @fecode ¿Qué raro? A Medellín justo llegó una comitiva de varios alcaldes boyacense.,0
"@Sebasmejiar88 BOCONA NO ERAN FLETEROS, TAMPOCO DE MEDELLÍN.

Hay Lolita LoLa 
Lola Lolita, 
Con migo vas acabar             
Ave María Lola💩👅",0
"@D1053703106 @MadameSiimone Pero esa chica paisa si media el 1.80 tenía ojos celestes pelo negro, piel blanca, cara y cuerpo espectacular eso quiere decir Medellín hace cosas bonitas",1
consecuencias de Uribe y Fajardo hidroituango EPM Medellín https://t.co/ZZGZvNe75I,0
"@HFCardonaG No puede ser que Iván Duque, quien en campaña se tomó fotos con Popeye, el asesino del Dr. Low Murtra, condecore a su Fiscal de bolsillo con el nombre del hombre que se enfrentó al Cartel de Medellín. Ojalá la familia no permita semejante infamia.",0
"@juanduquega: !Sergio Fajardo fue financiado por constructores de Hidroituango!

¿Por qué @sergio_fajardo nunca ha hablado de esto?

¿Es…",0
"Tengo el honor de representar a @Collective_Col en el #ColombiaGoldSymposium2021. Allí hablaré sobre nuestro Proyecto Guayabales, en el departamento de Caldas, y la importancia de impulsar la exploración en el país.

🗓 Martes, noviembre 16
🕣 2:30 p.m.
📍Hotel Marriot, Medellín https://t.co/b5ICG2gbTb",0
"@EmiroAriasBueno: Ojalá estos Ladrones de oro sean como los de Medellin !! 
🏃💨💨
@Matador000 @DanielSamperO @MONYRODRIGUEZOF @JulianRoman…",1
@Dona_Pily2: Lo mejor del robo del siglo es que los más de 20 hampones no lograron llevarse nada. Ni siquiera pudieron entrar a la funda…,0
"Mientras que @QuinteroCalle dice que ""en Medellín cada día robar es más difícil"", la fiscalía confirma que los ladrones ayer se alcanzaron a llevar 3000 gramos de oro sin procesar, con un valor de 500 millones de pesos.
¿Así o más populista?",0
"Este clima de Medellín que ? Mero sol, meras goteras ???",1
"@iamjuannaranjo: @petrogustavo #MedellinEstaCambiando  El tema que hoy se trata es muy importante, #Medellín es mega diverso, esto nos i…",0
Bienvenido Gustavo Petro a Medellín 👏👏👏🙏#MedellinEstaCambiando,0
#UribismoTramposo  David Barguil mono Jojoy Mario Hernández Medellín https://t.co/w4MYLW9czU,1
@petrogustavo Plaza llena en Medellín .   Mis respetos pa' este Man,0
"@SusanaCastiIIo: Jorge Uribe (Medellín, 1936) no estudió arte porque su padre, médico, le dijo que se dedicara a algo serio. Se decantó…",0
"Ante este horror administrativo del dictadorzuelo Pinturita, qué dirá la @CGR_Colombia, q se ensaña contra alcaldías de pueblos remotos, pero no dice ni mú contra verdaderos entuertos de alcaldías de Bogotá, Cali y Medellín, como en este caso grave para esa ciudad y el país ? https://t.co/uWYT3Kj3Kx",0
@ElDrAlejo_: Los que planearon el atraco en Medellín: https://t.co/2kooD0N0GV,0
"@andrugalindo @EnriqueDelgadoP @QuinteroCalle @ClaudiaLopez Al contrario. Trajo su propia mafia, y de afuera. todos estos contratos entregados a empresas fuera de Medellín van contra los intereses de la región ... los efectos sobre la economía antioqueña serán funestos. Tal vez ese es el objetivo, deconstrucción.",0
"@Hady_hqa: @silvioravel Hay que felicitarlos doblemente, por la acción de película de Medellín, y hoy que están cumpliendo 130 años. 
#P…",0
"@SARGENTOCHALA En Medellín desafortunadamente el grupo terrorista la primera línea se tomó la ciudad, y con ayuda del estado, ellos siguen delinquiendo libremente, porque la @PoliciaColombia los coge y un supuesto magistrado lo suelta por falta de pruebas",1
@feliipegl En medellín ? ahAJAJAJA,1
APARTA ESTUDIO EN ARRIENDO EN MEDELLIN COD 7128 en Medellín/Antioquia/Colombia en Alquiler https://t.co/byqxD9y9j6,0
"Disque el robo de película, hahaha robo de película el de las @MinTIC_responde el de reficar, entre otros.

#Medellin",1
"Que si! Que muchas gracias por la captura de 11 sujetos del cinematográfico asalto en medellin, pero si se consumó el atraco.
Se llevaron  3 mil gramos de oro no procesado equivalente a 500 millones de pesos. @FiscaliaCol @DirPolEntrante @DirectorPolicia",0
"@Incantation19: Medellín cada día se está bogotanizando más y más, gracias a pinturita y los balurdos que lo ayudaron a subir 🤦",0
"@danielduquev: Démosle una mirada a las noticias mas importantes de la semana junto a @davalho 

Somos #NotiPelagato, un noticiero difer…",0
@aalissonc Joga no Nacional de Medellín,1
"@Jokeraton: !Cómo pueden ver en Medellín no solo se combate la delincuencia de cuello blanco!...

#TodosConQuintero ...",0
"@MariaFdaCabal Dra ya es hora que la Superintendencia de servicios intervenga a EPM y le quité ese manejo a Quintero, si no se hace acaban hasta con Medellín.",0
"Al fin sí se robaron 500 millones de pesos en oro en el atraco en Medellín. ¡Qué vaina tan difícil de probar! Alguien puede volverse rico de la noche a la mañana con ese robo, y no precisamente tienen que ser los ladrones que se metieron dando bala. #PiensaMalyAcertarás 😏 https://t.co/OWrVTBCz03",1
"@Almadescreida: Cuiden mucho a @petrogustavo  hoy en Medellín, no bajemos la guardia. Y no lo digo por la gente, sino por esos HIJUEPUTA…",0
"@CarlosPaezPerez Este modelo existe en Medellín no hay nada nuevo porfa leamos !!!!
El metro de Medellín funciona súper bien.

https://t.co/rpM24J8MZo",0
"@team_medellin: #ATENCIÓN 🚨

@oscarsevilla76 ha confirmado que continúa un año más con el equipo. Su gran nivel, experiencia y clase seg…",1
@EktopacTroya: @LAPacifiKA @QuinteroCalle ¿A martuchis ya se le estará mojando la panocha por los mediáticos asaltadores de Medellín?,0
@EktopacTroya: ¿A martuchis ya se le estará mojando la panocha por los mediáticos asaltadores de Medellín?,0
@EIExpedienteCol: Dato: Intento de robo con armas largas a una bodega de oro en la ciudad de Medellín. @PoliciaColombia capturó a alguno…,1
"@OscarAHenao: Entiendan, la inseguridad no es sólo en Medellín. Todo el país está igual, la crisis económica por la pandemia, el nefasto…",0
"No hay que estigmatizar a Medellín llamándola Metrallo. Ya bastante tuvo con el Cartel de Medellín, la Oficina de Envigado y el Clan del Golfo. El legado de Pablo Escobar, José Obdulio y Alvaro Uribe ha sido nefasto, por fortuna Quintero empezó quitándole poder a las mafias.",0
"@UExternado: La develación de 'La columna trunca' y el 'Jardín memorial' la hizo el rector de @UExternado, @HernandoParraN, quien estuvo…",0
@SoldadoStranger Esos robos sólo pasan en las películas y en Medellín... Todo muy ficticio.,0
"@Supersalud Atención a la comunidad del CS El Triunfo Medellín: No hay citas médicas, no hay servicio odontológico y dispensación de medicamentos se hace incompleta por falta de existencias. La atención siempre es presencial y el Portal no ofrece la posibilidad de obtener citas.",0
#PactoHistorico Petro en Medellín 👏👏 https://t.co/webawGLcTt,1
Prácticas escénicas contemporáneas en Medellín. Teatro Tierra en temporada. Robert Plant &amp; Alison Krauss juntos de nuevo. Todo en CyC Radio: https://t.co/s0KHMejUoJ https://t.co/XVRrUlBBPi,0
"@OasisMagazineco: #NOTICIAS | #ATENCIÓN, Otro asalto masivo en #Medellín. 10 bandidos atracan comensales del estadero Los Kioscos, a un…",0
@Alongarses: @nnguerrero @WRadioColombia Julito quiere mostrar balance  informativo con la llegada de una correligionaria uribista a la…,1
@avafr_: AVA Franco - AFRODITA (Official Video) https://t.co/kt4YxuTdN1 vía @YouTube Los invito a escuchar mi nuevo sencillo AFRODITA qu…,1
"@las2zorrillas: Aunque algunas personas en Medellín se refieren al tema con cierta timidez y otros con razonable temor a los paracos, se…",1
"@AlvaroUribeVel ¿Rentas ilegales como el narcotráfico y microtráfico como las del cartel de Medellin, alias centro democrático EP?",1
"@CarlosOCorrea: Viéndo los últimos acontecimientos de los asaltos en Cali y Medellin por las sucursales de los Colectivos Chavistas, en…",0
@karenjpc: El profesor decepcionado luego de ver el intento de robo en Medellín. https://t.co/KvY1IrYx9u,1
Medellín futuro! https://t.co/dZLAe2mDEA,0
@RevistaSemana: “Bandidos causaron pánico y pusieron en riesgo a ciudadanos”: Presidente Duque sobre intento de robo en Medellín https:/…,0
"Esta semana desde Cartagena y Medellín, les contamos sobre la Convención Bancaria de @Asobancaria y el Congreso de Constitución Política organizado por @UdeMedellin_. Además, normativa tributaria en el informe #82 del @DefensorDIAN.

ENLACE: https://t.co/5Nm93uxujK",1
"#SIATAnoticias | (14:18) 🌧️ A esta hora, se registra un núcleo de precipitación sobre el municipio de Medellín. Las mayores intensidades se observan sobre la comuna 10 La Candelaria. A su vez, se registran bajas intensidades en Barbosa y al sur de Caldas. | @Areametropol https://t.co/2pEqvteieZ",1
"@nicozame1960: En algunos medios de Medellín hablan de que triplicaron las firmas de lo requerido para destituir a @QuinteroCalle , cuán…",1
@cdlm_1998 @Tolaymaruja Lo mismo que el títere de las Farc en Medellín !!  chino .,1
"@alxtb @NoticiasCaracol @IvanDuque Sigan creyendo que los ladrones y delicuentes van a dejar de atracar por las restricciones de armas traumáticas, mire ayer nomás los fusiles que utilizaron en Medellín para robar una bodega de oro... Señorita Ahlek me río jajaja",0
"Que placer, Medellín saliendo del paramilitarismo, OIDO MATARIFE. https://t.co/c7uwOTaEFW",0
Ojo colombia cristianos catolicos al subir petro a la presidencia la perversión es terrible mira como esta descompuesta cali Medellín y Bogotá sus alcaldes son de izquierda https://t.co/6yYOXqg0av,0
"Vigilando a #Venezuela mientras no han tenido narices de organizar una votación en su legalmente territorio.
@MAECgob @interiorgob @ONU_es @sanchezcastejon @NicolasMaduro
#RedTaylorsVersion #130AnosPolicia #checoperez #CallofDutyVanguard #5Nov #Medellin https://t.co/WstCziQvYK",0
"@Alejo_800 La Idea es que paguen para que estén habilitados contra Millonarios.
A estas alturas que le gane o no a Medellín no importa la verdad.",0
Vea que en Medellín si alcanzaron a coronar la vuelta.,0
@MarlonBahoque: No me arrepiento de haber votado por @QuinteroCalle es claro que la persecución contra el es porque les a quitado el pod…,0
@Teleantioquia: #TANoticias | El sector de bares y restaurantes en Medellín dice que la exigencia del carné de vacunación contra el Covi…,0
@Ines18256948: Medellín no es Uribe #MedellinEstaCambiando,1
@Progresistas22: Petro hoy en Medellín a las 11 a.m. no faltes a la cita del verdadero cambio.#MedellinEstaCambiando,1
"Medellín, es una de las ciudades más hermosas, y las más innovadora de 🇨🇴 ¿pero sabe que la hace más hermosa, que sus habitantes quieren quitarse ese estigma de haber sido la cuna de Pablo escobar y ya dejó claro que Uribismo ahí ya no manda 🚩petro es vida
#PetroPresidente2022 https://t.co/AJGKY2LFvE",0
@juanpablosecure: Robo de película hoy en Medellín en una bodega que comercializa oro. https://t.co/Z7XKpTo9w3,1
"@pochoharbEC Bien dicho Pocho, lamentablemente es Medellín.  Acá salen corriendo los policías",0
Los Maestros en Medellín  están conscientes  Petro Presidente https://t.co/yVlAgo8Oq8,0
"Al alegrarse de las capturas efectuadas por miembros de nuestra Policía en el cinematográfico asalto de Medellín,  COLOMBIA SIN DELITO insiste en la imperiosa necesidad de aumentar las penas para los tipos penales que contemplan conductas que atentan contra el Derecho a la Vida.",1
"Fico no permitió a Petro en plaza pública en Medellín, ahora es diferente.",1
@John9418734461: @ascendenthe No creo que sea Medellín,0
No fue tan frustrado realmente. Duele Medellin https://t.co/XEk3KODwKi,1
"@701pablo La Tafur está en Medellín ? OMG yo iría adonde fuera por ver a esa vieja, ella es la mujer perfecta 😍😍😍",0
@alemEmbajador: Reconocer nuestros errores nos hace más fuertes. 2 ej.:🇩🇪 y Medellín aprendieron de ello. Construyeron futuro desde el n…,1
"@DeLaCalleHum Y díganle q quitero pinturita de Medellín que siga queriendo meter  a los hps chinos  al proyecto de hidoriruando, siendo estos hps los que mayor contaminan el planeta.",0
"@manisaborcafe: Buenos días y feliz viernes para todas y todos 
Hoy estamos listos para que pidas Maní Con Sabor a Café
Para que pruebes…",0
"@CARLOSYGORDILLO @ProfesorSalas38 @petrogustavo @fecode Caballero bien dicho, en bogota, el esta en medellin",0
@ascendenthe: MEDELLÍN SERÁ LA TUMBA DEL URIBISMO https://t.co/2W2P2JVx3u,1
"@camipaisa1: Desbordada la inseguridad en las principales ciudades, todas gobernadas por izquierdosos, esto pasó hoy en Medellín por ave…",0
Karen usted que opina del robo de Medellín? https://t.co/FasYrL9c9G,0
"#MedellínBajaElVolumen
🔔🎶📢📻🎶📺🚗🏭 Estamos en la Plazoleta San Ignacio y calle Pichincha con nuestra oferta de salud, para hacer apertura a la Semana por la Tranquilidad y Gestión del Ruido que va del 5 al 12 de nov. Conoce la programación en 👉 https://t.co/wlX9FcBy7n. https://t.co/73cYcrrHN1",0
"Maluma alista concierto en Medellín y promete ser ""el mejor"" de su carrera https://t.co/EwwhtkQqwS a través de @rcnradio",0
@mas_medellin Pinturita se tiró Medellin,0
La instalación de la mesa de concertación es un mandato constitucional para proteger la diversidad étnica y cultural de la Nación y está en sintonía con los convenios firmados por el Estado en materia de los derechos fundamentales de los pueblos indígenas https://t.co/NMfPPap3dE,0
"@gaprietorico: Es una lástima que los alcaldes que nominó @JuanManSantos para Bogotá, Medellín y Cali, no respalden a la profesional @Po…",0
"@eldoctorpelaez @MdeFrancisco12 #PelaezdeFranciscoenLaW sres. Está el soldado Bedoya, jugó en Pereira y Envigado, está también el policía Hurtado jugó en el Medellín, estos son Antioqueños",1
"@FODESEP: Damos inicio a nuestros eventos regionales en la Institución Universitaria ITM de la ciudad de Medellín, con las palabras del…",0
"@berriojuangui: Para registrarte en https://t.co/5RljCTodtJ y poder votar, los datos deben ser exactamente como aparecen en tu documento…",1
#NoticiasTM Un juez envió a la cárcel al responsable del ataque. https://t.co/ECOTbvad8L,0
"Atención atención 
Apoteosica bienvenida a Gustavo Petro en Medellín.
Se ha paralizado la ciudad ante su llegada 
Las arengas __ Antioquia no es Uribe 
__ Y va ganar y va a ganar Gustavo Petro va a ganar __ 
Ver en vivo dar clic 
https://t.co/xpZSUPEvaK",0
"Creo que sí se la hacen sacar, pueden jugar contra Medellin ya que Gómez y Candelo están en selección. https://t.co/qCSpktFbGz",1
@Mr_Sebastian98: Mucha gente criticando el robo de ayer en Medellín y no es por justificarlos ni nada pero es que si yo fuera ladrón me…,0
"@AlvaroUribeVel perdiste medellín, perdiste antioquia, perdiste Colombia. medellín ya no es uribista. aguante @petrogustavo https://t.co/e4XFpXhf7D",0
@julianxarias tan lindo como se deja engañar por el clima de medellin,1
"@Jokeraton: ¡Porque Medellín es de los ciudadanos, jamás de la mafia!...

#TodosConQuintero",0
@pormillano: Asalto en Medellín hoy; serán jóvenes Cabal? https://t.co/eUsQjvmBOX,0
"@XaugustocesarX Y Miami esta más barato jajaaja, pero sabes te sale más barato comprar un vuelo a medellin o bogota y de ahí tomas algún vuelo estando en Colombia para ir a cartagena, sale más barato",0
@GUSMALDONADOS: Se observan en detalle los videos de lo sucedido en Medellín y esas no son armas de juguete de Mercado libre o de Amazon…,1
@Maluma_Updates: 🎥| Maluma hablando de su próximo concierto en Medellín el 30 de abril del 2022. https://t.co/T0yzmSwbwY,0
"@JUANCARLOSHIGUI: 26 mil figuras hechas a mano y 8 millones de bombillos led, 680 kilómetros de cable led, algunos datos de los alumbrad…",0
"@jorgeprotesta: El atraco en Medellín, tipos fuertemente armados, hábiles para disparar 🤔. Alguna sorpresa nos traerá esto.",0
"@CarlosOchoa_G: .
LISTO MEDELLÍN 👏👏
CASI TRIPLICAN LAS FIRMAS.
👉 PINTURITA, esté preparado para un trasteo y posible enjuiciamiento. En…",0
"@MariaFdaCabal La egolatría e ineptitud de este alcalde, dará al traste con todo lo alcanzado hasta hace poco. Una administración pésima, tiene a Medellín en el abandono total, ha polarizado, estigmatizado y se ha burlado de nuestros principios y tradiciones.",0
@petrogustavo Medellin esta con ud my president!,1
"Amo y odio a Medellín a la vez, es una ciudad muy hermosa, muy parecida a Guayaquil, pero su gente es muy unida y saca adelante su cultura, mientras que aquí no.",0
"@DuvanLopez77: Nelson, el amigo que me encontré en Medellín, iba esforzado subiendo una pendiente, le ayude a subirla porque los brazos…",0
@DemonsToDiamond: Mucha gente criticando el robo de ayer en Medellín y no es por justificarlos ni nada pero es que si yo fuera ladrón me…,1
"@Yohaira38991784: @Jokeraton Medellín estaba con PETRO hace rato, solo que con el cuento de que Medellín era Uribista ""lavada de cerebro…",0
"Restaurante los Kioskos en la Autopista Medellín Bogotá.
Parecen cucarachas esos Hptas ladrones.
Hasta cuando Ministro @Diego_Molano ⁉️🤔 https://t.co/l1c8e86uqJ",1
"@soydeituango: Hidroituango ajustó siete meses sin seguro contra todo
Según el @AlcaldiadeMed @QuinteroCalle  las consecuencias de la co…",1
"En #complianceiv hablamos de Blockchain, NFT y criptomonedas con Felipe Oyuela (Pionero en materia de Blockchain en Medellín) https://t.co/AZJMLfWvTX",0
"#Medellín | Siempre me causa emoción, recibir estas nobles invitaciones de las familias antioqueñas, disfrutando un rico pescado del río Magdalena. Gracias a Ricardo y Nubia por el cariño que nos regalan con el calor humano de sus hogares. ¡Dios los bendiga! https://t.co/1rwIncQBGS",1
@LuzMariaBe: #QuinteroSeVa Medellín no lo quiere.,1
tantas niñas lindas en medellín y yo con 0 talento para el casquillo,0
"@HugoAEspinosa @Jokeraton Chatazo querido, no olvidés el Clan Mafioso de Bogotá, Pachito Santos y la Heroína Martha Lucía Ramírez, en el Club El Nogal, pactando el preacuerdo de Ralito. Medellín no es Uribe, Colombia no es esa mafia degenerada. AL POTE ESOS DEGENERADOS DESCOMPUESTOS MAFIOSOS DE M....",1
SERÁ QUE TOCO IR A MEDELLIN??? @maluma O VAS A TRAER EL TOUR A BOGOTÁ,0
@JuliaCorreaNutt: Abro hilo del proceso de revocatoria para sacar a Daniel Quintero de la Alcaldía. Un hilo lleno de amor ❤️ por Medellí…,0
"@PongamosPereque: Bueno amig@s de Twitter, pregunta concluyente para este día:
¿Fue real el robo de hoy en Medellín? ¿O como diría un mi…",0
"@NoticiasRCN A todo delincuente de cualquier region o ciudad,o país, no le va a ir bien y no debe irle bien en Colombia.
En todo el país hay, y a existido la delincuencia y medellín no es la excepcion allí también hay delincuentes.
Que van a otras regiones o ciudades a delinquir.",1
@JBALVIN intentando utilizar la imagen favorable que tiene @karolg pa ver si revive y sale de tanta mierda en la que está metido el tibio de Medellín 😂 Josecito nada bobito😂😂😂,1
